ticker,sector,score,base_score,dip_bonus,valuation,growth,profitability,quality,drawdown180,mom1,mom3,mom6,mom12,pe,pb,eps,returnOnEquity,revenueGrowth,profitMargins,eventScore
FTNT,Technology,0.8726,0.7917,0.0809,0.6,0.6,1.0,0.9667,0.20548074717179093,0.08733784385134458,0.039499271368703015,0.08997065692323547,,35.34297,51.36937,2.42,1.3571601,0.148,0.27257,0.5
OKTA,Technology,0.6233,0.5542,0.0691,0.7,0.3,0.6,0.6167,0.2952191478227714,-0.05471842217891176,0.03166730411806662,-0.009851168305994307,,80.40909,2.274188,1.1,0.02964,0.116,0.06866,0.5
